state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,month,year,quarter
Himachal Pradesh,Kullu,Bhuntar,grapes,Other,2019-03-04,7000,8000,7500,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,green chilli,Other,2019-03-04,6000,6500,6300,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,guava,Other,2019-03-04,6000,6300,6150,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,kinnow,Other,2019-03-04,2600,2700,2650,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,lemon,Other,2019-03-04,6000,7000,6500,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,onion,Other,2019-03-04,1200,1300,1250,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,papaya,Other,2019-03-04,2800,3000,2900,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,peas wet,Other,2019-03-04,2600,2700,2650,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,potato,Other,2019-03-04,900,1800,1400,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,pumpkin,Other,2019-03-04,1700,1800,1750,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,raddish,Other,2019-03-04,500,900,700,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,spinach,Other,2019-03-04,800,1000,900,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,squash(chappal kadoo),Other,2019-03-04,1800,2000,1900,3,2019,1
Himachal Pradesh,Kullu,Bhuntar,tomato,Other,2019-03-04,2500,2600,2550,3,2019,1
Jammu And Kashmir,Badgam,Zaloosa-Chararishrief (F&V),cauliflower,Cauliflower,2019-03-04,700,900,800,3,2019,1
Jammu And Kashmir,Badgam,Zaloosa-Chararishrief (F&V),cucumbar(kheera),Cucumbar,2019-03-04,1500,1700,1600,3,2019,1
Jammu And Kashmir,Badgam,Zaloosa-Chararishrief (F&V),knool khol,Knool Khol,2019-03-04,1200,1300,1250,3,2019,1
Karnataka,Bangalore,Ramanagara,beans,Beans (Whole),2019-03-04,3200,4000,3600,3,2019,1
Karnataka,Bangalore,Ramanagara,beetroot,Beetroot,2019-03-04,1400,1800,1600,3,2019,1
Karnataka,Bangalore,Ramanagara,okra,Bhindi,2019-03-04,3200,3600,3400,3,2019,1
Karnataka,Bangalore,Ramanagara,bitter gourd,Bitter Gourd,2019-03-04,3600,4000,3800,3,2019,1
Karnataka,Bangalore,Ramanagara,brinjal,Brinjal,2019-03-04,1000,1600,1300,3,2019,1
Karnataka,Bangalore,Ramanagara,cabbage,Cabbage,2019-03-04,1200,1600,1400,3,2019,1
Karnataka,Bangalore,Ramanagara,carrot,Carrot,2019-03-04,1400,1800,1600,3,2019,1
Karnataka,Bangalore,Ramanagara,chilly capsicum,Chilly Capsicum,2019-03-04,5000,6000,5500,3,2019,1
Karnataka,Bangalore,Ramanagara,cucumbar(kheera),Cucumbar,2019-03-04,1700,1800,1750,3,2019,1
Karnataka,Bangalore,Ramanagara,drumstick,Drumstick,2019-03-04,2800,3000,2900,3,2019,1
Karnataka,Bangalore,Ramanagara,ginger(green),Green Ginger,2019-03-04,5000,6000,5500,3,2019,1
Karnataka,Bangalore,Ramanagara,green avare (w),Green Avare (W),2019-03-04,2800,3000,2900,3,2019,1
Karnataka,Bangalore,Ramanagara,green chilli,Green Chilly,2019-03-04,3600,4000,3800,3,2019,1
Karnataka,Bangalore,Ramanagara,knool khol,Knool Khol,2019-03-04,1600,2000,1800,3,2019,1
Karnataka,Bangalore,Ramanagara,papaya,Papaya,2019-03-04,1200,1400,1300,3,2019,1
Karnataka,Bangalore,Ramanagara,peas wet,Peas Wet,2019-03-04,2800,3200,3000,3,2019,1
Karnataka,Bangalore,Ramanagara,raddish,Raddish,2019-03-04,1600,2000,1800,3,2019,1
Karnataka,Bangalore,Ramanagara,ridgeguard(tori),Ridgeguard(Tori),2019-03-04,3200,4000,3600,3,2019,1
Karnataka,Bangalore,Ramanagara,seemebadnekai,Seemebadanekai,2019-03-04,1400,1600,1500,3,2019,1
Karnataka,Bangalore,Ramanagara,snakeguard,Snakeguard,2019-03-04,1200,1600,1400,3,2019,1
Karnataka,Bangalore,Ramanagara,suvarna gadde,Suvarnagadde,2019-03-04,2400,2600,2500,3,2019,1
Karnataka,Bangalore,Ramanagara,tomato,Tomato,2019-03-04,800,1000,900,3,2019,1
Karnataka,Bangalore,Ramanagara,water melon,Water Melon,2019-03-04,1200,1600,1400,3,2019,1
Karnataka,Kolar,Kolar,beans,Beans (Whole),2019-03-04,3000,3200,3100,3,2019,1
Karnataka,Kolar,Kolar,beetroot,Beetroot,2019-03-04,1300,1500,1400,3,2019,1
Karnataka,Kolar,Kolar,cabbage,Cabbage,2019-03-04,1000,1300,1100,3,2019,1
Karnataka,Kolar,Kolar,capsicum,Capsicum,2019-03-04,3500,4000,3800,3,2019,1
Karnataka,Kolar,Kolar,carrot,Carrot,2019-03-04,1000,1400,1200,3,2019,1
Karnataka,Kolar,Kolar,cauliflower,Local,2019-03-04,1000,1400,1200,3,2019,1
Karnataka,Kolar,Kolar,chilly capsicum,Chilly Capsicum,2019-03-04,2500,3500,3000,3,2019,1
Karnataka,Kolar,Kolar,knool khol,Knool Khol,2019-03-04,800,1200,1000,3,2019,1
Karnataka,Kolar,Kolar,raddish,Raddish,2019-03-04,300,600,400,3,2019,1
Karnataka,Kolar,Kolar,ridgeguard(tori),Ridgeguard(Tori),2019-03-04,3500,4200,3800,3,2019,1
Karnataka,Kolar,Kolar,tomato,Hybrid,2019-03-04,367,1633,1000,3,2019,1
Karnataka,Kolar,Kolar,tomato,Tomato,2019-03-04,334,1000,667,3,2019,1
Karnataka,Tumkur,Gubbi,copra,other,2019-03-04,9000,9000,9000,3,2019,1
Kerala,Alappuzha,Aroor,amphophalus,Amphophalus,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Alappuzha,Aroor,apple,Other,2019-03-04,10000,11200,11000,3,2019,1
Kerala,Alappuzha,Aroor,ashgourd,Other,2019-03-04,1000,1200,1100,3,2019,1
Kerala,Alappuzha,Aroor,banana,Nendra Bale,2019-03-04,4200,4400,4300,3,2019,1
Kerala,Alappuzha,Aroor,banana,Palayamthodan,2019-03-04,2800,3000,2900,3,2019,1
Kerala,Alappuzha,Aroor,banana,Robusta,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Alappuzha,Aroor,banana - green,Banana - Green,2019-03-04,4000,4200,4100,3,2019,1
Kerala,Alappuzha,Chengannur,amphophalus,Other,2019-03-04,2300,2600,2400,3,2019,1
Kerala,Alappuzha,Chengannur,ashgourd,Other,2019-03-04,1100,1400,1200,3,2019,1
Kerala,Alappuzha,Chengannur,banana - green,Other,2019-03-04,3700,4000,3800,3,2019,1
Kerala,Alappuzha,Chengannur,beetroot,Other,2019-03-04,1800,2100,2000,3,2019,1
Kerala,Alappuzha,Chengannur,okra,Other,2019-03-04,4000,4200,4000,3,2019,1
Kerala,Alappuzha,Chengannur,bitter gourd,Other,2019-03-04,4000,4600,4500,3,2019,1
Kerala,Alappuzha,Chengannur,bottle gourd,Other,2019-03-04,1000,1300,1100,3,2019,1
Kerala,Alappuzha,Chengannur,capsicum,Other,2019-03-04,5700,6200,6000,3,2019,1
Kerala,Alappuzha,Chengannur,carrot,Other,2019-03-04,3400,3700,3600,3,2019,1
Kerala,Alappuzha,Chengannur,cowpea(veg),Cowpea (Veg),2019-03-04,4000,4300,4200,3,2019,1
Kerala,Alappuzha,Chengannur,cucumbar(kheera),Other,2019-03-04,1600,2200,2000,3,2019,1
Kerala,Alappuzha,Mannar,amphophalus,Other,2019-03-04,3500,3700,3600,3,2019,1
Kerala,Alappuzha,Mannar,ashgourd,Other,2019-03-04,1000,1300,1100,3,2019,1
Kerala,Alappuzha,Mannar,banana - green,Other,2019-03-04,4000,4200,4100,3,2019,1
Kerala,Alappuzha,Mannar,okra,Other,2019-03-04,3000,3200,3100,3,2019,1
Kerala,Alappuzha,Mannar,bitter gourd,Other,2019-03-04,4000,4200,4100,3,2019,1
Kerala,Alappuzha,Mannar,brinjal,Other,2019-03-04,3200,3600,3500,3,2019,1
Kerala,Alappuzha,Mannar,cabbage,Other,2019-03-04,3000,3300,3200,3,2019,1
Kerala,Alappuzha,Mannar,capsicum,Other,2019-03-04,8000,8300,8200,3,2019,1
Kerala,Alappuzha,Mannar,carrot,Other,2019-03-04,3700,3900,3800,3,2019,1
Kerala,Ernakulam,Piravam,amaranthus,Other,2019-03-04,1500,2000,1800,3,2019,1
Kerala,Ernakulam,Piravam,amphophalus,Other,2019-03-04,2000,3000,2500,3,2019,1
Kerala,Ernakulam,Piravam,ashgourd,Other,2019-03-04,1500,2000,1800,3,2019,1
Kerala,Ernakulam,Piravam,banana - green,Other,2019-03-04,3000,4000,3500,3,2019,1
Kerala,Ernakulam,Piravam,beetroot,Other,2019-03-04,2000,2500,2200,3,2019,1
Kerala,Ernakulam,Piravam,bitter gourd,Other,2019-03-04,4000,5000,4500,3,2019,1
Kerala,Ernakulam,Piravam,brinjal,Other,2019-03-04,2000,2500,2200,3,2019,1
Kerala,Ernakulam,Piravam,cowpea(veg),Other,2019-03-04,4000,5000,4500,3,2019,1
Kerala,Ernakulam,Piravam,potato,Other,2019-03-04,2000,3000,2500,3,2019,1
Kerala,Ernakulam,Piravam,tomato,Other,2019-03-04,1500,2000,1800,3,2019,1
Kerala,Kannur,Taliparamba,arecanut(betelnut/supari),Other,2019-03-04,19500,20000,19750,3,2019,1
Kerala,Kannur,Taliparamba,black pepper,Other,2019-03-04,29000,29500,29250,3,2019,1
Kerala,Kannur,Taliparamba,coconut,Other,2019-03-04,3200,3400,3300,3,2019,1
Kerala,Kannur,Taliparamba,coconut oil,Other,2019-03-04,18000,18300,18150,3,2019,1
Kerala,Kannur,Taliparamba,copra,other,2019-03-04,10100,10300,10250,3,2019,1
Kerala,Kannur,Taliparamba,rubber,Other,2019-03-04,12300,12400,12350,3,2019,1
Kerala,Kasargod,Kasargod,amaranthus,Other,2019-03-04,1500,1600,1550,3,2019,1
Kerala,Kasargod,Kasargod,arecanut(betelnut/supari),Other,2019-03-04,21000,22000,21500,3,2019,1
Kerala,Kasargod,Kasargod,banana,Medium,2019-03-04,2200,2300,2250,3,2019,1
Kerala,Kasargod,Kasargod,banana,Nendra Bale,2019-03-04,3000,3100,3050,3,2019,1
Kerala,Kasargod,Kasargod,okra,Other,2019-03-04,5500,5600,5550,3,2019,1
Kerala,Kasargod,Kasargod,cashewnuts,Other,2019-03-04,10000,10200,10100,3,2019,1
Kerala,Kasargod,Kasargod,copra,other,2019-03-04,10200,10400,10300,3,2019,1
Kerala,Kasargod,Kasargod,cowpea(veg),Other,2019-03-04,2000,2150,2100,3,2019,1
Kerala,Kasargod,Kasargod,cucumbar(kheera),Other,2019-03-04,1000,1200,1100,3,2019,1
Kerala,Kasargod,Kasargod,paddy(dhan)(common),Other,2019-03-04,1800,1900,1850,3,2019,1
Kerala,Kasargod,Kasargod,pepper garbled,Other,2019-03-04,32000,33000,32500,3,2019,1
Kerala,Kasargod,Kasargod,pumpkin,Other,2019-03-04,800,900,850,3,2019,1
Kerala,Kasargod,Manjeswaram,amaranthus,Amaranthus,2019-03-04,2400,3400,2900,3,2019,1
Kerala,Kasargod,Manjeswaram,arecanut(betelnut/supari),Other,2019-03-04,21500,22000,21750,3,2019,1
Kerala,Kasargod,Manjeswaram,ashgourd,Ashgourd,2019-03-04,2400,3000,2700,3,2019,1
Kerala,Kasargod,Manjeswaram,banana - green,Other,2019-03-04,4200,5000,4600,3,2019,1
Kerala,Kasargod,Manjeswaram,beetroot,Beetroot,2019-03-04,2200,3000,2600,3,2019,1
Kerala,Kasargod,Manjeswaram,okra,Bhindi,2019-03-04,6000,7000,6500,3,2019,1
Kerala,Kasargod,Manjeswaram,bitter gourd,Bitter Gourd,2019-03-04,5500,6000,5750,3,2019,1
Kerala,Kasargod,Manjeswaram,bottle gourd,Bottle Gourd,2019-03-04,1600,2000,1800,3,2019,1
Kerala,Kasargod,Manjeswaram,brinjal,Brinjal,2019-03-04,3200,4000,3600,3,2019,1
Kerala,Kasargod,Manjeswaram,cabbage,Cabbage,2019-03-04,2000,3000,2500,3,2019,1
Kerala,Kasargod,Manjeswaram,carrot,Carrot,2019-03-04,2400,3000,2700,3,2019,1
Kerala,Kasargod,Manjeswaram,coconut seed,Other,2019-03-04,3400,3500,3450,3,2019,1
Kerala,Kasargod,Manjeswaram,copra,Copra,2019-03-04,10000,10200,10100,3,2019,1
Kerala,Kasargod,Manjeswaram,cowpea(veg),Cowpea (Veg),2019-03-04,4500,5500,5000,3,2019,1
Kerala,Kasargod,Manjeswaram,cucumbar(kheera),Cucumbar,2019-03-04,2400,3000,2700,3,2019,1
Kerala,Kasargod,Manjeswaram,drumstick,Drumstick,2019-03-04,5500,6500,6000,3,2019,1
Kerala,Kasargod,Manjeswaram,ginger(green),Green Ginger,2019-03-04,8000,9000,8500,3,2019,1
Kerala,Kasargod,Manjeswaram,green chilli,Green Chilly,2019-03-04,4500,5500,5000,3,2019,1
Kerala,Kasargod,Manjeswaram,indian beans (seam),Other,2019-03-04,4200,5000,4600,3,2019,1
Kerala,Kasargod,Manjeswaram,little gourd (kundru),Other,2019-03-04,4200,5000,4600,3,2019,1
Kerala,Kasargod,Manjeswaram,long melon(kakri),Other,2019-03-04,2400,3000,2700,3,2019,1
Kerala,Kasargod,Manjeswaram,pepper garbled,Other,2019-03-04,27500,28000,27750,3,2019,1
Kerala,Kasargod,Manjeswaram,potato,Other,2019-03-04,2200,2600,2400,3,2019,1
Kerala,Kasargod,Manjeswaram,pumpkin,Pumpkin,2019-03-04,2400,3000,2700,3,2019,1
Kerala,Kasargod,Manjeswaram,ridgeguard(tori),Ridgeguard(Tori),2019-03-04,4500,5500,5000,3,2019,1
Kerala,Kasargod,Manjeswaram,snakeguard,Snakeguard,2019-03-04,3200,4000,3600,3,2019,1
Kerala,Kasargod,Manjeswaram,sweet potato,Sweet Potato,2019-03-04,2600,3400,3000,3,2019,1
Kerala,Kasargod,Manjeswaram,tapioca,Other,2019-03-04,2400,3400,2900,3,2019,1
Kerala,Kasargod,Manjeswaram,tomato,Tomato,2019-03-04,1600,2000,1800,3,2019,1
Kerala,Kollam,Anchal,amaranthus,Other,2019-03-04,4500,4700,4600,3,2019,1
Kerala,Kollam,Anchal,ashgourd,Other,2019-03-04,5600,5800,5700,3,2019,1
Kerala,Kollam,Anchal,banana,Nendra Bale,2019-03-04,6000,6200,6100,3,2019,1
Kerala,Kollam,Anchal,banana,Palayamthodan,2019-03-04,2600,2800,2700,3,2019,1
Kerala,Kollam,Anchal,banana,Poovan,2019-03-04,5800,6000,5900,3,2019,1
Kerala,Kollam,Anchal,banana,Red Banana,2019-03-04,4700,4900,4800,3,2019,1
Kerala,Kollam,Anchal,banana,Robusta,2019-03-04,2300,2500,2400,3,2019,1
Kerala,Kollam,Anchal,beetroot,Other,2019-03-04,3100,3300,3200,3,2019,1
Kerala,Kollam,Anchal,okra,Other,2019-03-04,3700,3900,3800,3,2019,1
Kerala,Kollam,Anchal,bitter gourd,Other,2019-03-04,6000,6200,6100,3,2019,1
Kerala,Kollam,Anchal,bottle gourd,Other,2019-03-04,1200,1400,1300,3,2019,1
Kerala,Kollam,Anchal,cabbage,Other,2019-03-04,1500,1700,1600,3,2019,1
Kerala,Kollam,Anchal,carrot,Carrot,2019-03-04,5500,5700,5600,3,2019,1
Kerala,Kollam,Anchal,cauliflower,Cauliflower,2019-03-04,3500,3700,3600,3,2019,1
Kerala,Kollam,Anchal,colacasia,Other,2019-03-04,4000,4200,4100,3,2019,1
Kerala,Kollam,Anchal,drumstick,Other,2019-03-04,3400,3600,3500,3,2019,1
Kerala,Kollam,Anchal,potato,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Kollam,Anchal,pumpkin,Other,2019-03-04,1000,1200,1100,3,2019,1
Kerala,Kollam,Anchal,snakeguard,Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Kollam,Chathanoor,banana,Banana - Ripe,2019-03-04,4000,4400,4200,3,2019,1
Kerala,Kollam,Chathanoor,banana,Palayamthodan,2019-03-04,1800,2200,2000,3,2019,1
Kerala,Kollam,Chathanoor,banana,Poovan,2019-03-04,4300,4700,4500,3,2019,1
Kerala,Kollam,Chathanoor,banana,Red Banana,2019-03-04,4300,4700,4500,3,2019,1
Kerala,Kollam,Chathanoor,okra,Other,2019-03-04,4800,5200,5000,3,2019,1
Kerala,Kollam,Chathanoor,brinjal,Other,2019-03-04,3300,3700,3500,3,2019,1
Kerala,Kollam,Chathanoor,ginger(green),Other,2019-03-04,6800,7200,7000,3,2019,1
Kerala,Kollam,Chathanoor,little gourd (kundru),Other,2019-03-04,3800,4200,4000,3,2019,1
Kerala,Kollam,Chathanoor,tomato,Other,2019-03-04,3300,3700,3500,3,2019,1
Kerala,Kollam,Kaliyanchanda,amaranthus,Amaranthus,2019-03-04,1300,1500,1400,3,2019,1
Kerala,Kollam,Kaliyanchanda,banana - green,Banana - Green,2019-03-04,5500,6000,5800,3,2019,1
Kerala,Kollam,Kaliyanchanda,okra,Bhindi,2019-03-04,4000,4500,4200,3,2019,1
Kerala,Kollam,Kaliyanchanda,bitter gourd,Bitter Gourd,2019-03-04,9600,10100,9800,3,2019,1
Kerala,Kollam,Kaliyanchanda,cucumbar(kheera),Cucumbar,2019-03-04,3600,3900,3800,3,2019,1
Kerala,Kollam,Kaliyanchanda,elephant yam (suran),Elephant Yam (Suran),2019-03-04,3100,3300,3200,3,2019,1
Kerala,Kollam,Kaliyanchanda,ginger(green),Green Ginger,2019-03-04,8500,9000,8800,3,2019,1
Kerala,Kollam,Kaliyanchanda,snakeguard,Other,2019-03-04,1700,1900,1800,3,2019,1
Kerala,Kollam,Kaliyanchanda,tapioca,Other,2019-03-04,2400,2500,2450,3,2019,1
Kerala,Kollam,Kaliyanchanda,turmeric (raw),Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Kottayam,Ettumanoor,ashgourd,Other,2019-03-04,1300,1400,1400,3,2019,1
Kerala,Kottayam,Ettumanoor,banana,Banana - Ripe,2019-03-04,3800,3800,3800,3,2019,1
Kerala,Kottayam,Ettumanoor,banana - green,Banana - Green,2019-03-04,2000,2100,2100,3,2019,1
Kerala,Kottayam,Ettumanoor,beetroot,Other,2019-03-04,2100,2200,2200,3,2019,1
Kerala,Kottayam,Ettumanoor,okra,Other,2019-03-04,2600,2800,2700,3,2019,1
Kerala,Kottayam,Ettumanoor,bitter gourd,Other,2019-03-04,3300,3500,3400,3,2019,1
Kerala,Kottayam,Ettumanoor,brinjal,Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Kottayam,Ettumanoor,cabbage,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Kottayam,Ettumanoor,carrot,Carrot,2019-03-04,2500,2800,2600,3,2019,1
Kerala,Kottayam,Ettumanoor,cluster beans,Other,2019-03-04,3300,3500,3400,3,2019,1
Kerala,Kottayam,Ettumanoor,coconut,Medium,2019-03-04,3500,3700,3600,3,2019,1
Kerala,Kottayam,Ettumanoor,colacasia,Other,2019-03-04,5500,5700,5700,3,2019,1
Kerala,Kottayam,Ettumanoor,cucumbar(kheera),Cucumbar,2019-03-04,1800,2000,2000,3,2019,1
Kerala,Kottayam,Ettumanoor,drumstick,Drumstick,2019-03-04,5500,5800,5800,3,2019,1
Kerala,Kottayam,Ettumanoor,elephant yam (suran),Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Kottayam,Ettumanoor,ginger(green),Green Ginger,2019-03-04,8500,8600,8600,3,2019,1
Kerala,Kottayam,Ettumanoor,green chilli,Green Chilly,2019-03-04,3600,3800,3800,3,2019,1
Kerala,Kottayam,Ettumanoor,little gourd (kundru),Other,2019-03-04,3300,3500,3400,3,2019,1
Kerala,Kottayam,Ettumanoor,mango (raw-ripe),Mango - Raw-Ripe,2019-03-04,3300,3500,3400,3,2019,1
Kerala,Kottayam,Ettumanoor,onion,Big,2019-03-04,3300,3500,3500,3,2019,1
Kerala,Kottayam,Ettumanoor,onion,Onion,2019-03-04,1300,1500,1400,3,2019,1
